building_address,tenant_name,occupancy_status,availability_status,retail_type,retail_sub_type,retailer_footprint,retail_price_point,retailer_heritage,retailer_value,retailer_occurence,location_quality,premise_quality,quality_ranking,class_mix,corner_store,percent_of_bldg_retail,premise_type,basement_sf,ground_fl_sf,mezzazine,upper_fl_sf,step_up_or_down,number_of_retail_stories,street_frontage,approx_retail_sf,street_frontage_ratio,ceiling,contains_retail,submarket,total_number_of_retail_space,total_retail_space,zip_code,xcord,ycord,building_status,borocode,borough,bbl,block,lot,frequency_of_demand,location_appearance,walkability_score,viability_score,demographic,zip_code_from,zip_code_to,submarket_health_index,gentrifcation_score,footfall_index,block_appeal,target_shopper_profile,stability_index,growth_index,retailer_viability,venting,social_media,total_bldg_front,active,mailer_building_number,mailer_street,mailer_street_type,mailer_city,mailer_state,mailer_zip_code,location_quality_grade,premise_quality_grade,listing_brokerage,listing_broker_name,listing_broker_email,listing_broker_number,tenant_contact_name,tenant_contact_phone_number,tenant_contact_email,tenant_contact_address,owner_contact_name,owner_contact_phone_number,owner_contact_email,owner_contact_address,unique_id_addedem,unique_id_complete,corridor,lattitude,longitude,previous_tenant,notes
444 West 13 Street,Le Bain,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club",Local Chain / Independant,$$$,North American,,,3 - High Quality,3 - High Quality,6,Prime,No,20,Street Frontage,0,2148,0,0,,1,15,2148,143,Standard,Yes,West Village,3,2148,10014,982009,209162,Existing,1,Manhattan,1-645-11,645,11,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,3,1-645-11-3,,40.741025,-74.007925,,
600 Washington Street A,Le Du's Wines,Occupied,Unavailable,Liquor Store,Liquor Store,Local Chain / Independant,$$$,European,,,2 - Average,2 - Average,4,Average,No,50,Street Frontage,0,3396,0,0,,1,50,3396,67,Standard,Yes,West Village,2,3396,10014,981682,205534,Existing,1,Manhattan,1-602-10,602,10,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-602-10-1,,40.730583,-74.00907,,
299 West 4 Street,Le Fanion,Occupied,Unavailable,Household Goods,Home Decor,Local Chain / Independant,$$$,European,,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,1191,0,0,Step up,1,18,1191,66,Standard,Yes,West Village,1,1191,10014,983277,207706,Existing,1,Manhattan,1-614-7,614,7,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-614-7-1,,40.736768,-74.003607,,
18 Cornelia Street,Le Gigot,Occupied,Unavailable,Restaurant & Bar,Restaurant,Local Chain / Independant,$$$,European,,,2 - Average,2 - Average,4,Average,No,30,Street Frontage,0,756,0,0,Step up,1,15,756,50,Standard,Yes,West Village,3,756,10014,983697,205703,Existing,1,Manhattan,1-589-17,589,17,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-589-17-1,,40.731408,-74.00197,,
550 Hudson ,Le Pain Quotidien ,Occupied,Unavailable,Restaurant & Bar,Restaurant,Local Chain / Independant,$$,North American,,,2 - Average,2 - Average,4,Average,Yes,100,Street Frontage,0,2000,0,0,,1,50,2000,40,Standard,Yes,West Village,1,2000,10014,982640,207078,Existing,1,Manhattan,1-621-8,621,8,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-621-8-1,,40.735053,-74.005904,,
18 Christopher ,Le Petit Puppy,Occupied,Unavailable,"Building, Garden, Animal",Pet Related,Local Chain / Independant,$$,European,,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,819,0,0,,1,35,819,23,Standard,Yes,West Village,1,819,10014,984091,206616,Existing,1,Manhattan,1-593-43,593,43,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-593-43-1,,40.733854,-74.000594,,
39 Grove Street,Ledershosen NYC,Occupied,Unavailable,Restaurant & Bar,Restaurant,Local Chain / Independant,$$,European,Traditional,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,1350,0,0,,1,15,1350,90,Standard,Yes,West Village,1,1350,10014,982992,206311,Existing,1,Manhattan,1-588-70,588,70,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-588-70-1,,40.732862,-74.004488,,
10 Christopher St,Leffot ,Occupied,Unavailable,Apparel,Shoes,International Presence,$$$,European,,,2 - Average,2 - Average,4,Average,Yes,50,Street Frontage,0,1912,0,0,,1,30,1912,63,High,Yes,West Village,2,1912,10014,984195,206613,Existing,1,Manhattan,1-593-7501,593,7501,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-593-7501-1,,40.733892,-74.000275,,
17 8 Avenue,Left Bank Books,Occupied,Unavailable,Books,Book Stores,Local Chain / Independant,$$,North American,Independent,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,600,0,0,Step up,1,18,600,33,Standard,Yes,West Village,1,600,10014,982913,208084,Existing,1,Manhattan,1-625-41,625,41,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-625-41-1,,40.737781,-74.004768,,
117 Perry Street A,Left Bank Restaurant,Occupied,Unavailable,Restaurant & Bar,Restaurant,Local Chain / Independant,$$,North American,,,2 - Average,2 - Average,4,Average,No,45,Street Frontage,0,1125,0,0,,1,40,1125,28,Standard,Yes,West Village,3,1125,10014,982391,207118,Existing,1,Manhattan,1-633-38,633,38,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-633-38-1,,40.735122,-74.00671,,
349 West 12 Street,Vacant,Vacant,Unavailable,,,,,,,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,1760,0,0,Step up,1,45,1760,39,Standard,Yes,West Village,1,1760,10014,982210,208055,Existing,1,Manhattan,1-641-65,641,65,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-641-65-1,,40.730278,-73.983892,,
422 Hudson Street,Lelabar Wine Bar,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club",Local Chain / Independant,$$,North American,,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,3241,0,0,,1,20,3241,162,Standard,Yes,West Village,1,3241,10014,982430,205373,Existing,1,Manhattan,1-583-2,583,2,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-583-2-1,,40.730389,-74.006654,,
543 Hudson Street,Leo Design ,Occupied,Unavailable,Household Goods,Home Decor,Local Chain / Independant,$$,North American,Traditional,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,836,0,0,,1,15,836,55,Standard,Yes,West Village,1,836,10014,982473,206994,Existing,1,Manhattan,1-632-151,632,151,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-632-151-1,,40.734847,-74.006296,,
414 West 14 Street,Levi's,Occupied,Available,Apparel,Clothing,International Presence,$$,North American,,,3 - High Quality,3 - High Quality,6,Prime,No,50,Street Frontage,0,4616,0,0,,2,90,4616,51,High,Yes,West Village,2,4616,10014,982440,209287,Existing,1,Manhattan,1-646-32,646,32,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-646-32-1,,40.741201,-74.006368,,
40 8 Avenue,Li-Lac Chocolates,Occupied,Unavailable,Grocery,"Butcher, Bakery, Seafood, Cheese, Chocolate, Tea & Coffee, Other Specialized Food",Local Chain / Independant,$$$,North American,,,2 - Average,2 - Average,4,Average,Yes,100,Street Frontage,0,633,0,0,,1,45,633,14,Standard,Yes,West Village,1,633,10014,983137,208164,Existing,1,Manhattan,1-625-59,625,59,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-625-59-1,,40.738045,-74.004045,,
420 West 14 Street,Lilla P,Occupied,Available,Apparel,Clothing,Local Chain / Independant,$$$,North American,,,3 - High Quality,3 - High Quality,6,Prime,No,50,Street Frontage,0,2500,0,0,,1,15,2500,166,High,Yes,West Village,2,2500,10014,982386,209318,Existing,1,Manhattan,1-646-30,646,30,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-646-30-1,,40.741317,-74.006644,,
122 Christopher Street A ,Lima's Taste ,Occupied,Unavailable,Restaurant & Bar,Restaurant,Local Chain / Independant,$$,South American,,,2 - Average,2 - Average,4,Average,Yes,25,Street Frontage,0,405,0,0,,1,15,405,27,Standard,Yes,West Village,4,405,10014,982699,206325,Existing,1,Manhattan,1-588-45,588,45,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-588-45-1,,40.733094,-74.005708,,
20 7 Avenue South,Little Branch,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club",Local Chain / Independant,$$,North American,,,2 - Average,1- Low End,3,Average,No,100,Street Frontage,0,561,0,0,,1,,561,,Standard,Yes,West Village,1,561,10014,982857,205276,Existing,1,Manhattan,1-582-22,582,22,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-582-22-1,,40.730096,-74.005032,,
298 West 4 Street,Little Marc Jacobs,Occupied,Unavailable,Apparel,Clothing,International Presence,$$$$,North American,"Children, Baby",,2 - Average,3 - High Quality,5,Average,Yes,50,Street Frontage,0,550,0,0,Step up,1,30,550,18,Standard,Yes,West Village,2,550,10014,983188,207678,Existing,1,Manhattan,1-623-38,623,38,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,2,1-623-38-2,,40.736738,-74.003789,,
93 Greenwich Avenue,Little Owl The Venue,Occupied,Unavailable,Restaurant & Bar,"Bar, Lounge, Club",Local Chain / Independant,$$$,North American,,,2 - Average,3 - High Quality,5,Average,No,25,Street Frontage,0,2755,0,0,,1,24,2755,114,Standard,Yes,West Village,4,2755,10014,983718,207889,Existing,1,Manhattan,1-615-36,615,36,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,2,1-615-36-2,,40.737372,-74.001743,,
423 West 14 Street,Lobby or Gallery,Vacant,Available,Gallery,Art,Local Chain / Independant,$$,,,,3 - High Quality,2 - Average,5,Average,No,12,Street Frontage,0,6025,0,0,,1,15,6025,401,Standard,Yes,Chelsea,9,6025,10014,982423,209520,Existing,1,Manhattan,1-712-14,712,14,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-712-14-1,,40.74161,-74.006523,,
350 West 14 Street A,Vacant,Vacant,Unavailable,,,,,,,,2 - Average,3 - High Quality,5,Average,No,10,Street Frontage,0,1039,0,0,,1,15,1039,69,Standard,Yes,West Village,4,1039,10014,982889,209044,Existing,1,Manhattan,1-629-7502,629,7502,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,3,1-629-7502-3,,40.740582,-74.004894,,
247 Bleecker Street,L'Occitane,Occupied,Unavailable,Health and Personal Care,Cosmetics & Beauty Supply,International Presence,$$$,European,,,3 - High Quality,2 - Average,5,Average,No,100,Street Frontage,0,450,0,0,Step up,1,15,450,30,Standard,Yes,West Village,1,450,10014,983524,205583,Existing,1,Manhattan,1-589-6,589,6,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-589-6-1,,40.730928,-74.002711,,
59 Carmine Street,Lock-It Hardware,Occupied,Unavailable,"Building, Garden, Animal",Hardware,Local Chain / Independant,$$,North American,,,2 - Average,2 - Average,4,Average,No,50,Street Frontage,0,1974,0,0,,1,20,1974,98,Standard,Yes,West Village,2,1974,10014,983006,205218,Existing,1,Manhattan,1-582-26,582,26,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-582-26-1,,40.729847,-74.004372,,
84 Christopher Street,London Boutique,Occupied,Unavailable,Apparel,Clothing,Local Chain / Independant,$$,European,Women's,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,450,0,0,0,Step down,1,18,450,25,Standard,Yes,West Village,1,450,10014,983224,206445,Existing,1,Manhattan,1-591-47,591,47,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-591-47-1,,40.733403,-74.003721,,
56 Little West 12 Street,London Meat Company,Occupied,Unavailable,Grocery,Wholesale,Local Chain / Independant,$$$,North American,,,3 - High Quality,2 - Average,5,Average,No,10,Interior,0,1207,0,0,Step up,2,,1207,,Standard,Yes,West Village,7,1207,10014,981856,208934,Existing,1,Manhattan,1-644-1,644,1,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,2,1-644-1-2,,40.740505,-74.008764,,
355 Sixth ,Looks Nails & Spa ,Occupied,Unavailable,Personal Services,Nail Studio,Local Chain / Independant,$$,North American,,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,990,0,0,,1,25,990,39,Standard,Yes,West Village,1,990,10014,983985,206036,Existing,1,Manhattan,1-592-21,592,21,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-592-21-1,,40.738088,-74.005095,,
435 Hudson Street B,L'Oreal Professional Academy,Occupied,Unavailable,Personal Services,"Hair Studio, Barber",National Presence,$$$,North American,,,2 - Average,3 - High Quality,5,Average,No,50,Street Frontage,0,3200,0,0,,1,75,3200,42,Standard,Yes,West Village,2,3200,10014,982263,205461,Existing,1,Manhattan,1-602-68,602,68,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,2,1-602-68-2,,40.730604,-74.006978,,
49 Grove Street,Lori McLean,Occupied,Unavailable,Accessories,Jewelry,Local Chain / Independant,$$,North American,,,2 - Average,3 - High Quality,5,Average,No,18,Street Frontage,0,1050,0,0,Step up,1,20,1050,52,Standard,Yes,West Village,5,1050,10014,983199,206386,Existing,1,Manhattan,1-591-40,591,40,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,5,1-591-40-5,,40.733082,-74.003745,,
718 Greenwich Street,Lotus Salon,Occupied,Unavailable,Personal Services,"Hair Studio, Barber",Local Chain / Independant,$$$,North American,,,2 - Average,2 - Average,4,Average,Yes,25,Street Frontage,0,402,0,0,,1,15,402,26,Standard,Yes,West Village,4,402,10014,982191,206748,Existing,1,Manhattan,1-631-17,631,17,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,2,1-631-17-2,,40.734325,-74.007353,,
353 West 14 Street,Vacant,Vacant,Available,,,,,,,,3 - High Quality,3 - High Quality,6,Prime,No,100,Street Frontage,6500,7500,0,0,,2,50,14000,280,Standard,Yes,Chelsea,1,14000,10014,982990,209272,Existing,1,Manhattan,1-738-8,738,8,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-738-8-1,,40.731599,-73.982761,,
830 Washington Street,Louis Zucker & Co.,Occupied,Unavailable,Grocery,"Butcher, Bakery, Seafood, Cheese, Chocolate, Tea & Coffee, Other Specialized Food",Local Chain / Independant,$$$,North American,,,3 - High Quality,2 - Average,5,Average,No,10,Interior,0,1207,0,0,Step up,1,,1207,,Standard,Yes,West Village,7,1207,10014,981856,208934,Existing,1,Manhattan,1-644-1,644,1,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,7,1-644-1-7,,40.740016,-74.008288,,
142 West 10 Street,Louro,Occupied,Unavailable,Restaurant & Bar,Restaurant,Local Chain / Independant,$$$,European,,,2 - Average,2 - Average,4,Average,No,100,Street Frontage,0,1950,0,0,,1,20,1950,97,Standard,Yes,West Village,1,1950,10014,984036,206828,Existing,1,Manhattan,1-610-7502,610,7502,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,Upgrade for Data,,TRUE,,,,,,,,,,,,,,,,,,,,,1,1-610-7502-1,,40.734485,-74.000801,,
